id,class,orbital_period,transit_duration,transit_depth,planet_radius,equilibrium_temperature,insolation_flux,stellar_effective_temperature,stellar_surface_gravity,stellar_radius,ra,dec
225,FALSE POSITIVE,1.000747038,0.9967,1823.5,4.14,1620.0,1635.2,5472.0,4.499,0.79,297.97513,43.164909
226,CONFIRMED,8.884922995,2.07004,16053.0,10.51,770.0,83.21,5332.0,4.5,0.843,291.1376,36.577381
227,CONFIRMED,8.09888906,4.20241,6911.1,8.95,986.0,223.19,6214.0,4.442,1.076,282.69952,43.272739
228,CONFIRMED,10.00653012,5.344,936.1,3.52,876.0,139.21,6063.0,4.47,1.001,283.63077,43.379398
229,CONFIRMED,17.855221681,7.41287,9065.2,13.16,911.0,163.04,6823.0,4.308,1.367,297.45374,41.01099
230,CANDIDATE,12.732624065,2.2083,6465.7,4.87,432.0,8.22,3950.0,4.721,0.541,285.16748,43.876339
231,CANDIDATE,83.92494032,6.7904,7958.7,4.78,226.0,0.62,3960.0,4.746,0.509,287.85239,43.897991
232,CONFIRMED,5.007316661,4.2362,6932.3,6.96,998.0,234.28,5865.0,4.563,0.827,295.53613,43.884449
233,CONFIRMED,2.211116989,1.6485,724.2,1.85,931.0,177.19,4500.0,4.656,0.646,285.16833,44.026459
234,CONFIRMED,27.9541337,3.95,942.5,1.9,400.0,6.04,4500.0,4.656,0.646,285.16833,44.026459
235,CONFIRMED,12.69104387,3.7727,252.1,2.57,1008.0,244.3,5869.0,4.024,1.626,292.92914,48.60281
236,FALSE POSITIVE,4.409409243,3.8636,12861.0,10.95,1101.0,347.06,5600.0,4.368,0.975,296.41019,43.455391
237,CONFIRMED,16.23947096,4.0374,2590.7,4.14,598.0,30.14,5191.0,4.564,0.837,293.0614,43.58136
238,CONFIRMED,6.308201629,2.9785,1328.5,2.96,819.0,106.44,5191.0,4.564,0.837,293.0614,43.58136
239,CONFIRMED,2.052349884,2.0778,14281.0,13.12,1497.0,1183.18,5855.0,4.393,1.08,299.56189,43.503559
240,CONFIRMED,9.7704486,2.4517,1897.8,2.23,460.0,10.59,3906.0,4.73,0.509,282.23251,43.66563
241,CONFIRMED,5.169804269,2.153,1037.4,1.66,569.0,24.75,3906.0,4.73,0.509,282.23251,43.66563
242,CONFIRMED,21.22261195,6.5093,366.0,2.48,771.0,83.56,5945.0,4.213,1.302,290.39273,40.28487
243,CONFIRMED,20.09017037,4.154,1432.1,2.25,362.0,4.05,3906.0,4.73,0.509,282.23251,43.66563
244,CONFIRMED,7.11373257,2.1764,807.6,1.16,429.0,8.01,3561.0,4.855,0.411,296.98505,43.65852
245,CONFIRMED,3.306551643,1.8177,509.2,0.91,554.0,22.19,3561.0,4.855,0.411,296.98505,43.65852
246,CONFIRMED,15.36845737,2.4714,756.1,1.11,332.0,2.86,3561.0,4.855,0.411,296.98505,43.65852
247,CONFIRMED,13.81020318,3.048,1309.7,4.56,833.0,113.75,5942.0,4.327,1.142,281.96063,43.70311
248,CONFIRMED,4.093578461,2.5833,538.6,2.85,1182.0,461.07,6077.0,4.471,0.999,290.26328,44.55645
249,CONFIRMED,105.145959,8.593,685.4,3.43,401.0,6.09,6077.0,4.471,0.999,290.26328,44.55645
250,CONFIRMED,10.8484518,2.9993,1675.6,2.34,499.0,14.66,4201.0,4.682,0.591,295.57935,44.545959
251,CONFIRMED,6.66833241,1.915,362.3,1.18,587.0,28.06,4201.0,4.682,0.591,295.57935,44.545959
252,CONFIRMED,4.082274889,3.23015,17859.0,10.55,1016.0,251.48,5655.0,4.581,0.794,284.83047,44.658138
253,CANDIDATE,3.886655224,3.1646,581.6,1.87,1010.0,246.29,5662.0,4.61,0.738,288.72665,44.60751
254,CONFIRMED,42.1406089,5.083,895.5,1.85,349.0,3.49,4500.0,4.656,0.646,285.16833,44.026459
255,CONFIRMED,4.617490562,2.2618,575.8,1.62,728.0,66.47,4500.0,4.656,0.646,285.16833,44.026459
256,CONFIRMED,10.19849255,2.4283,634.1,1.75,559.0,23.11,4500.0,4.656,0.646,285.16833,44.026459
257,FALSE POSITIVE,5.795063956,3.2496,1692.9,4.33,950.0,192.74,5865.0,4.563,0.827,296.50754,44.036072
258,CONFIRMED,7.15681552,2.5882,867.0,2.47,782.0,88.23,5029.0,4.494,0.838,289.59476,44.141949
259,CONFIRMED,17.64830851,2.0873,763.3,2.43,579.0,26.49,5029.0,4.494,0.838,289.59476,44.141949
260,CONFIRMED,4.14810719,2.535,175.2,1.08,938.0,182.76,5029.0,4.494,0.838,289.59476,44.141949
261,CONFIRMED,16.51410989,4.1575,973.5,2.72,655.0,43.57,5527.0,4.488,0.866,296.56622,44.105862
262,CONFIRMED,30.1329298,5.172,1015.8,3.14,536.0,19.55,5527.0,4.488,0.866,296.56622,44.105862
263,CONFIRMED,4.79090809,2.603,251.3,1.36,990.0,227.24,5527.0,4.488,0.866,296.56622,44.105862
264,CONFIRMED,31.71981013,4.819,363.4,3.09,743.0,71.97,5869.0,4.024,1.626,292.92914,48.60281
265,CONFIRMED,99.6415962,4.448,952.5,2.64,360.0,3.97,5527.0,4.488,0.866,296.56622,44.105862
266,CONFIRMED,4.708326451,3.16114,7912.7,10.6,1162.0,431.02,5560.0,4.246,1.21,298.63565,44.17094
267,FALSE POSITIVE,16.37198661,3.8449,4147.6,540.37,438.0,8.71,4187.0,4.656,0.592,298.67862,44.175499
268,CONFIRMED,5.392026903,2.9804,1151.4,2.68,850.0,123.33,5198.0,4.589,0.801,284.43051,44.48053
269,CANDIDATE,2.494170338,1.1221,863.7,2.42,1194.0,480.19,5569.0,4.566,0.829,284.75943,45.599129
270,CONFIRMED,6.491682808,4.301,7163.3,9.66,1062.0,301.54,6123.0,4.413,1.107,285.55481,45.578861
271,FALSE POSITIVE,3.044770796,10.0134,1695.0,24.54,1076.0,317.36,5525.0,4.603,0.753,293.68494,45.51683
272,CONFIRMED,3.855603916,3.2179,16653.0,13.61,1212.0,508.65,6033.0,4.46,1.046,296.39316,45.568562
273,FALSE POSITIVE,3.855599139,3.183,1030.9,3.57,1158.0,425.74,5936.0,4.501,0.965,296.39542,45.56992
274,CONFIRMED,38.47876629,5.04169,23530.0,13.26,484.0,13.01,5510.0,4.539,0.879,288.90222,49.370491
275,FALSE POSITIVE,37.601661282,8.30604,59130.0,27.22,606.0,31.86,6140.0,4.354,1.096,282.30603,44.714661
276,CONFIRMED,3.314947362,1.8007,1398.2,3.94,1155.0,421.03,5609.0,4.481,0.944,293.45483,44.792789
277,FALSE POSITIVE,6.71969089,3.0231,969.7,4.37,952.0,194.18,5931.0,4.479,0.866,301.04956,44.706299
278,CONFIRMED,39.6431552,6.5292,15664.0,10.98,472.0,11.74,5231.0,4.455,0.9,283.97751,44.811562
279,FALSE POSITIVE,51.42598578,16.9422,66068.0,29.66,549.0,21.4,6257.0,4.41,1.147,290.63898,44.806789
280,CONFIRMED,21.80451611,3.4097,1144.9,2.6,543.0,20.48,5481.0,4.629,0.708,291.71732,44.88731
281,CONFIRMED,10.28194593,3.4366,1110.7,2.53,680.0,50.6,5196.0,4.593,0.775,291.84198,44.858089
282,CONFIRMED,18.11993039,4.2309,1506.9,2.95,563.0,23.77,5196.0,4.593,0.775,291.84198,44.858089
283,CONFIRMED,3.78402867,1.9012,426.1,1.7,949.0,191.78,5196.0,4.593,0.775,291.84198,44.858089
284,CONFIRMED,5.15448142,3.228,697.5,2.94,964.0,204.1,5431.0,4.457,0.884,294.84689,45.034409
285,FALSE POSITIVE,33.80364366,11.4813,13494.0,20.7,745.0,72.71,5855.0,3.999,1.796,297.47586,41.114288
286,CONFIRMED,5.743469797,3.4412,1240.2,3.13,982.0,219.95,5897.0,4.531,0.891,291.09235,45.115528
287,CANDIDATE,39.4759093,2.968,1012.6,4.06,577.0,26.13,6225.0,4.45,1.031,291.20804,45.244389
288,FALSE POSITIVE,19.974485239,4.23479,40293.0,26.56,700.0,56.84,6108.0,4.471,0.997,289.72748,45.367661
289,CONFIRMED,3.166353562,3.3129,1473.4,3.82,1273.0,621.92,6007.0,4.47,0.998,286.36011,45.414291
290,FALSE POSITIVE,23.899634407,3.81881,20953.0,44.04,652.0,42.8,6192.0,4.503,0.924,294.71768,45.48576
291,CONFIRMED,3.388012244,2.6849,280.1,2.11,1315.0,705.93,5553.0,4.221,1.25,292.58044,46.097389
292,CONFIRMED,5.83909761,3.1915,273.6,2.06,1097.0,341.48,5553.0,4.221,1.25,292.58044,46.097389
293,CONFIRMED,1.620467654,2.1888,159.6,1.57,1681.0,1893.42,5553.0,4.221,1.25,292.58044,46.097389
294,CONFIRMED,10.6816951,3.605,307.8,2.3,897.0,152.75,5553.0,4.221,1.25,292.58044,46.097389
295,CONFIRMED,6.104849417,4.6912,2090.3,3.18,784.0,89.25,5085.0,4.584,0.712,297.04562,46.027359
296,CONFIRMED,3.578780566,2.91089,11382.0,10.43,1145.0,406.6,5524.0,4.421,0.994,289.60797,44.345421
297,FALSE POSITIVE,3.187067566,3.119,1037.4,23.88,1079.0,319.76,5450.0,4.552,0.811,297.78848,45.565418
298,CONFIRMED,5.826657508,2.9183,1539.1,4.09,1013.0,248.57,5561.0,4.362,1.06,288.1647,45.816509
299,CONFIRMED,12.41216347,3.739,611.3,2.58,787.0,90.65,5561.0,4.362,1.06,288.1647,45.816509
300,CONFIRMED,18.74649011,3.895,796.8,3.05,686.0,52.38,5561.0,4.362,1.06,288.1647,45.816509
301,CONFIRMED,20.86021229,5.1937,1910.5,5.5,781.0,87.76,6035.0,4.22,1.257,294.02301,45.853081
302,CONFIRMED,42.63427848,6.1998,1719.3,5.22,615.0,33.82,6035.0,4.22,1.257,294.02301,45.853081
303,CONFIRMED,87.6476068,8.871,1009.6,4.0,484.0,12.94,6035.0,4.22,1.257,294.02301,45.853081
304,CANDIDATE,9.61731426,3.8692,234.0,1.94,1010.0,246.13,6035.0,4.22,1.257,294.02301,45.853081
305,CONFIRMED,9.467821474,2.4327,2237.0,2.13,407.0,6.47,3582.0,4.807,0.458,283.73203,45.958771
306,CONFIRMED,0.893040969,1.0981,741.7,1.24,893.0,151.14,3582.0,4.807,0.458,283.73203,45.958771
307,CONFIRMED,4.942783419,3.25346,11145.0,10.62,1008.0,244.42,5514.0,4.459,0.978,296.20059,49.140121
308,CONFIRMED,20.83426731,4.0454,988.4,2.74,595.0,29.62,5537.0,4.549,0.88,293.01828,45.914688
309,CONFIRMED,9.94602357,3.3862,994.5,3.12,807.0,100.34,5344.0,4.365,1.013,296.06424,45.976841
310,CONFIRMED,1.04562195,1.8955,213.0,1.45,1710.0,2031.84,5344.0,4.365,1.013,296.06424,45.976841
311,CONFIRMED,5.71462396,2.336,297.8,1.78,971.0,210.16,5344.0,4.365,1.013,296.06424,45.976841
312,FALSE POSITIVE,102.9641952,15.735,1896.7,39.0,797.0,95.4,5047.0,3.066,7.119,296.81772,46.781509
313,CONFIRMED,8.14515981,5.073,446.8,3.43,1050.0,287.91,5896.0,4.197,1.24,290.41327,38.34375
314,CONFIRMED,18.9985279,4.529,430.7,43.17,792.0,93.03,5896.0,4.197,1.24,290.41327,38.34375
315,CONFIRMED,4.24439049,3.282,174.0,2.07,1305.0,686.99,5896.0,4.197,1.24,290.41327,38.34375
316,CANDIDATE,90.1240507,11.649,3020.3,7.12,485.0,13.09,6520.0,4.375,1.215,293.22391,38.033581
317,CONFIRMED,28.5742692,4.9427,824.9,2.32,538.0,19.83,5551.0,4.508,0.812,296.98102,43.209751
318,CANDIDATE,856.672115,23.144,858.1,3.87,242.0,0.81,6449.0,4.232,1.309,287.58679,47.600021
319,CANDIDATE,0.689210173,1.6169,195.0,1.32,1943.0,3362.71,5630.0,4.505,0.954,281.55118,47.469959
320,CONFIRMED,7.34373964,1.1784,574.4,1.84,839.0,117.5,5757.0,4.597,0.762,296.23215,47.678959
321,FALSE POSITIVE,0.445277068,3.539,186.7,35.74,2562.0,10177.11,6167.0,4.444,1.064,297.10349,47.64357
322,FALSE POSITIVE,0.379463865,0.86896,1973.3,59.56,3000.0,19256.81,5075.0,3.892,1.783,290.91119,38.335579
323,FALSE POSITIVE,9.88047978,2.78458,18541.0,23.6,860.0,129.45,6113.0,4.512,0.917,281.66916,42.038639
324,FALSE POSITIVE,4.6484156,38.1939,128.4,5.06,2259.0,6152.88,6980.0,3.577,3.482,295.26682,38.61124
325,FALSE POSITIVE,17.512014768,1.8248,4511.7,13.66,804.0,98.77,6224.0,4.33,1.132,287.61633,39.127239
326,CANDIDATE,3.9886021,1.7376,673.5,34.39,3145.0,23135.72,4813.0,2.472,13.652,289.09323,49.424484
327,CANDIDATE,0.533059312,1.8621,1495.8,133.56,5862.0,277887.7,8523.0,3.559,4.051,286.0192,48.866741
328,FALSE POSITIVE,0.525154153,2.1441,747.5,23.61,2073.0,4391.51,5582.0,4.497,0.846,295.09866,41.007038
329,FALSE POSITIVE,1.303861044,4.0541,598.2,27.85,1610.0,1595.19,5758.0,4.475,0.902,298.13589,41.332062
331,FALSE POSITIVE,2.55549176,9.083,113.8,23.35,1312.0,701.68,5948.0,4.508,0.901,298.77325,41.214729
332,FALSE POSITIVE,2.947376671,2.0911,433.2,403.59,2404.0,7903.84,8090.0,4.002,2.234,292.61194,43.305141
333,CONFIRMED,224.7789355,11.1899,3487.5,7.67,333.0,2.92,5873.0,4.293,1.235,291.65317,44.688271
334,FALSE POSITIVE,0.890110752,0.8774,321.5,1.25,1372.0,838.42,4768.0,4.628,0.711,291.17068,38.008591
335,FALSE POSITIVE,5.76573396,2.924,248.0,7.47,1964.0,3518.78,5772.0,3.364,4.434,294.52557,38.204632
336,CONFIRMED,7.42608123,3.6379,443.3,2.47,1037.0,273.78,6049.0,4.353,1.176,292.7131,38.358212
337,CONFIRMED,15.9868932,4.158,178.5,1.62,803.0,98.51,6049.0,4.353,1.176,292.7131,38.358212
338,FALSE POSITIVE,0.73094589,4.32,250.2,17.12,1922.0,3248.17,5901.0,4.553,0.848,289.7962,38.351181
339,CONFIRMED,18.92537246,3.9835,640.9,13.92,1171.0,443.58,4941.0,3.317,4.885,286.49042,38.374908
340,FALSE POSITIVE,0.933749106,4.256,186.2,3.22,2863.0,15822.49,6215.0,3.849,2.188,292.77588,47.461689
341,FALSE POSITIVE,2.037440623,3.442,118.6,1.19,1572.0,1448.05,6253.0,4.415,1.015,295.79526,47.66396
342,CANDIDATE,129995.7784,9.408,1474.9,2.99,25.0,0.0,4500.0,4.572,0.726,296.82162,47.354031
343,CONFIRMED,31.5925809,13.566,145.1,1.78,688.0,53.09,5676.0,4.1,1.487,295.92065,47.448608
344,CONFIRMED,17.157236,11.284,110.4,1.55,844.0,119.87,5676.0,4.1,1.487,295.92065,47.448608
345,CONFIRMED,1.97376085,1.82542,30222.0,8.78,753.0,76.1,3807.0,4.762,0.503,292.0683,38.84227
346,CANDIDATE,13.118962443,4.3045,372.2,8.25,1768.0,2310.43,7221.0,3.488,4.24,282.00031,48.542221
347,FALSE POSITIVE,4.618767792,5.9957,4399.1,7.48,1170.0,442.78,6013.0,4.381,1.033,297.31006,49.703041
348,CANDIDATE,7.82187328,3.8417,42.2,2.78,2101.0,4601.71,7221.0,3.488,4.24,282.00031,48.542221
349,CANDIDATE,53.5057611,10.5616,195.6,2.52,675.0,49.16,6247.0,4.016,1.762,295.80267,45.988079
350,CONFIRMED,2.785821236,3.5599,68.9,1.69,1784.0,2388.98,6202.0,4.026,1.733,287.36182,38.714016
351,FALSE POSITIVE,52.56901867,6.7507,26900.0,78.54,737.0,69.62,7240.0,4.178,1.717,290.94437,38.538868
352,FALSE POSITIVE,3.411758679,3.158,570.6,14.71,684.0,51.85,3995.0,4.71,0.561,298.9917,41.074989
353,FALSE POSITIVE,0.525426427,1.0801,324.6,1.45,2069.0,4349.62,5791.0,4.575,0.802,291.82181,41.11269
354,CONFIRMED,1.269091415,1.4647,340.9,1.41,1331.0,740.47,5041.0,4.576,0.766,296.86099,41.09734
355,CONFIRMED,2.853133997,1.465,277.1,1.36,1016.0,251.77,5041.0,4.576,0.766,296.86099,41.09734
356,CONFIRMED,6.79685353,3.1702,393.1,2.01,985.0,222.91,6061.0,4.486,0.97,294.16321,41.451801
357,FALSE POSITIVE,8.667822346,4.9658,2121.9,67.37,1303.0,681.39,6266.0,3.923,1.889,299.39972,45.316051
358,CONFIRMED,1.475323222,2.3155,154.9,5.88,2740.0,13331.51,4941.0,3.317,4.885,286.49042,38.374908
359,CONFIRMED,4.15246118,2.5755,223.4,7.62,1941.0,3354.56,4941.0,3.317,4.885,286.49042,38.374908
361,CONFIRMED,8.7348852,4.49,270.7,1.59,890.0,148.62,5982.0,4.493,0.96,287.44409,38.088428
362,FALSE POSITIVE,10.26547688,3.733,399.6,1.81,770.0,83.13,5699.0,4.553,0.853,292.27905,38.284531
363,CANDIDATE,13.4471791,3.0454,1428.2,5.24,848.0,122.34,6276.0,4.405,1.041,292.37476,37.630959
364,FALSE POSITIVE,3.305577989,2.5903,17971.0,25.89,1027.0,263.55,5534.0,4.629,0.707,292.07849,38.631481
365,FALSE POSITIVE,4.800653901,9.0419,15304.0,16.91,1347.0,778.45,6715.0,4.347,1.241,296.13391,38.999008
366,FALSE POSITIVE,15.06649901,5.9885,36348.0,56.44,932.0,177.96,5751.0,4.028,1.626,293.92599,38.73798
367,FALSE POSITIVE,34.82008158,11.1711,18848.0,11.36,459.0,10.49,5114.0,4.522,0.784,286.86926,39.103729
368,FALSE POSITIVE,0.651784374,2.0141,2779.3,33.65,2090.0,4500.59,5555.0,4.375,1.061,291.99988,38.437698
369,FALSE POSITIVE,1.353771892,7.012,1349.1,430.99,4903.0,136609.48,4283.0,2.012,15.76,292.71964,48.852016
370,FALSE POSITIVE,18.95491633,24.249,867.5,71.39,1139.0,397.48,6362.0,3.761,2.534,284.02679,49.415428
371,FALSE POSITIVE,4.348866254,3.2797,625.6,2436.69,6421.0,401588.95,3598.0,0.65,101.451,298.80411,40.843563
372,FALSE POSITIVE,47.93094546,2.6897,2144.4,68.02,905.0,158.41,8214.0,4.104,1.938,295.59872,50.720669
373,FALSE POSITIVE,3.99751422,3.686,32.8,2.98,2203.0,5563.95,5066.0,3.122,5.324,283.73642,44.71331
374,FALSE POSITIVE,1.592633181,5.5605,633.1,1.56,1053.0,290.51,4506.0,4.626,0.651,291.76196,37.09864
375,CONFIRMED,67.5923754,12.249,4158.1,12.1,588.0,28.2,6038.0,4.082,1.744,295.58658,45.364979
376,CONFIRMED,17.02902786,4.645,568.9,2.54,755.0,76.66,5839.0,4.327,1.067,290.51047,41.24482
377,CONFIRMED,6.84619236,3.529,246.8,1.67,1022.0,258.41,5839.0,4.327,1.067,290.51047,41.24482
378,CONFIRMED,67.8321638,7.358,507.8,2.39,476.0,12.14,5839.0,4.327,1.067,290.51047,41.24482
379,CONFIRMED,43.1312147,3.198,447.8,2.39,554.0,22.21,5839.0,4.327,1.067,290.51047,41.24482
380,CONFIRMED,1.224866441,1.7086,196.0,1.54,1741.0,2174.33,5553.0,4.32,1.107,290.60794,41.201092
381,CONFIRMED,37.8102649,8.733,570.3,2.33,566.0,24.27,6085.0,4.451,0.973,289.7767,38.26228
382,CONFIRMED,25.93406406,4.6142,414.5,2.48,695.0,55.1,5952.0,4.287,1.225,291.97617,38.05508
383,CONFIRMED,83.4463485,6.536,503.0,2.73,471.0,11.59,5952.0,4.287,1.225,291.97617,38.05508
384,FALSE POSITIVE,7.04710032,2.926,400.9,25.2,986.0,223.84,5766.0,4.363,1.068,290.13492,38.404221
385,CONFIRMED,12.99204853,6.0175,270.6,2.03,866.0,132.94,5765.0,4.236,1.242,291.42358,38.216591
386,FALSE POSITIVE,11.11620211,4.211,4843.9,8.96,853.0,125.21,6122.0,4.471,0.996,295.29193,38.964588
387,FALSE POSITIVE,1.922861499,3.5734,1916.2,5.09,1392.0,884.12,5778.0,4.531,0.911,291.44507,38.637211
388,FALSE POSITIVE,0.635445336,1.8592,2547.4,19.0,1177.0,451.42,3920.0,4.7,0.55,285.08026,39.18211
389,FALSE POSITIVE,1.665784138,1.8946,2006.2,97.27,2636.0,11424.49,6261.0,3.686,2.789,291.47629,38.50058
390,FALSE POSITIVE,55.6639167,23.546,3414.4,34.14,434.0,8.38,5587.0,4.528,0.853,294.74054,39.015511
391,CONFIRMED,52.09081627,8.6388,2894.1,7.14,592.0,29.07,6198.0,4.237,1.324,300.51712,44.38158
392,FALSE POSITIVE,7.1548608,7.694,780.4,7.41,1482.0,1141.57,7443.0,4.166,1.739,289.87411,49.68549
393,CONFIRMED,4.28746668,1.5693,790.1,2.29,942.0,186.31,5296.0,4.576,0.815,291.0488,36.839882
394,FALSE POSITIVE,2.002779769,2.231,260.5,1.42,1311.0,696.4,5346.0,4.44,0.892,298.44775,47.264999
395,CONFIRMED,8.18739443,3.0472,517.6,1.92,782.0,88.36,5251.0,4.494,0.849,291.92596,38.014118
396,CONFIRMED,76.0498163,7.158,445.9,1.75,372.0,4.53,5251.0,4.494,0.849,291.92596,38.014118
397,CONFIRMED,3.341799486,2.9254,178.2,1.67,1356.0,798.41,5873.0,4.293,1.235,291.65317,44.688271
398,FALSE POSITIVE,3.3226948,3.568,78.7,15.33,3859.0,52428.3,5234.0,2.41,16.959,288.68259,41.30732
399,FALSE POSITIVE,36.97708808,4.737,1269.9,38.6,602.0,31.08,5589.0,4.193,1.239,288.44287,41.17218
400,FALSE POSITIVE,1.851409163,10.232,232.5,20.42,2154.0,5090.14,7117.0,4.176,1.469,293.2735,41.25769
401,FALSE POSITIVE,1.303859704,2.8239,36.7,0.98,2393.0,7759.2,6802.0,4.103,1.521,298.13794,41.334358
402,FALSE POSITIVE,145.5624926,5.4126,2931.6,40.15,387.0,5.33,6148.0,4.346,1.095,286.49072,37.489979
403,CONFIRMED,3.749105745,1.9826,182.6,1.68,1160.0,428.25,5751.0,4.447,0.983,290.88467,38.057571
404,CONFIRMED,11.08956602,6.2877,148.1,3.51,1422.0,965.62,6353.0,3.698,2.867,291.03192,38.21196
405,CANDIDATE,7.37290344,2.172,205.2,2.67,1004.0,240.11,5973.0,4.371,1.07,291.65097,38.028179
406,FALSE POSITIVE,7.24476126,2.3145,58.0,0.65,837.0,116.02,5370.0,4.494,0.874,294.49011,38.194126
407,CANDIDATE,119.0624882,3.1188,5372.3,10.4,366.0,4.26,5697.0,4.392,0.92,287.88812,39.078709
408,CONFIRMED,8.70798309,2.4904,1419.6,2.01,543.0,20.59,4362.0,4.722,0.554,293.80441,38.63913
409,CANDIDATE,14.8623076,3.161,840.0,1.57,454.0,10.08,4362.0,4.722,0.554,293.80441,38.63913
410,CONFIRMED,4.17634276,2.335,531.5,1.23,694.0,54.8,4362.0,4.722,0.554,293.80441,38.63913
411,CONFIRMED,27.40229859,6.8491,747.5,3.63,734.0,68.46,6198.0,4.237,1.324,300.51712,44.38158
412,CONFIRMED,3.179267286,1.0246,200.9,1.21,1101.0,347.01,5511.0,4.554,0.857,295.57416,42.806438
413,CONFIRMED,10.38122447,2.715,801.5,2.18,672.0,48.37,5095.0,4.566,0.78,291.36478,37.609169
414,CONFIRMED,24.5709023,3.587,764.2,2.82,505.0,15.33,5095.0,4.566,0.78,291.36478,37.609169
415,FALSE POSITIVE,81.221876,4.1135,9883.0,16.59,385.0,5.2,5619.0,4.536,0.874,296.38229,48.045311
416,FALSE POSITIVE,0.817026268,2.0799,1145.5,2.92,1784.0,2386.13,5619.0,4.536,0.874,296.38229,48.045311
417,CONFIRMED,3.024092505,2.8021,7765.0,12.14,1489.0,1162.54,6063.0,4.261,1.358,285.24084,46.668251
418,FALSE POSITIVE,5.670155713,0.9361,536.7,5.85,341.0,3.21,3337.0,5.126,0.183,292.26181,41.442554
419,CONFIRMED,1.022678654,1.3712,129.2,1.14,1734.0,2138.47,5366.0,4.363,1.02,296.68045,41.38652
420,CONFIRMED,12.10968709,6.3461,284.7,2.98,1005.0,240.8,6021.0,4.093,1.458,293.08463,41.135441
421,CONFIRMED,4.75796103,4.66,124.5,1.7,1372.0,835.65,6021.0,4.093,1.458,293.08463,41.135441
422,CONFIRMED,20.4972755,8.536,242.9,2.96,843.0,119.42,6021.0,4.093,1.458,293.08463,41.135441
423,FALSE POSITIVE,13.55480534,2.288,48.3,0.62,679.0,50.41,5370.0,4.494,0.874,294.49011,38.194126
424,FALSE POSITIVE,29.74454668,23.2842,66894.0,20.06,455.0,10.1,4889.0,4.569,0.788,297.75708,41.680454
425,FALSE POSITIVE,14.15402428,4.47001,61625.0,53.25,777.0,86.13,5850.0,4.404,1.037,290.35294,41.769741
426,FALSE POSITIVE,0.844786082,3.5289,2468.5,35.27,1864.0,2846.03,5705.0,4.452,0.915,298.71152,41.635792
427,FALSE POSITIVE,0.848483947,1.4451,1907.4,32.11,1908.0,3117.82,5941.0,4.504,0.936,292.23679,41.7393
428,FALSE POSITIVE,11.99097576,5.7401,2124.3,37.47,880.0,141.63,6110.0,4.352,1.072,296.29855,41.602718
429,CONFIRMED,53.5292702,5.668,1086.1,2.28,348.0,3.48,4736.0,4.624,0.708,293.74393,38.939281
430,FALSE POSITIVE,0.393726813,2.95,564.6,24.17,2705.0,12661.53,6277.0,4.449,1.031,294.65121,38.636459
431,CONFIRMED,2.757584622,0.9267,563.1,1.01,615.0,33.79,3683.0,4.84,0.424,292.57703,39.12088
432,CONFIRMED,0.928310036,1.1899,376.2,1.16,1115.0,365.72,4109.0,4.672,0.602,291.69247,38.572899
433,CONFIRMED,13.48457668,5.0197,653.5,3.39,929.0,176.29,6198.0,4.237,1.324,300.51712,44.38158
434,CONFIRMED,31.8841473,6.122,910.0,3.7,563.0,23.82,5779.0,4.477,0.974,293.56815,39.03632
435,CANDIDATE,16.15811112,6.049,2319.8,86.13,660.0,44.83,5619.0,4.536,0.874,296.38229,48.045311
436,FALSE POSITIVE,67.69213907,51.349,25457.0,175.98,1173.0,448.21,5355.0,2.754,10.703,293.47363,46.970402
437,CONFIRMED,12.06222962,2.0584,300.2,1.62,750.0,74.8,5547.0,4.451,0.933,296.49612,47.182861
438,CONFIRMED,9.93146307,5.678,398.6,2.41,931.0,177.83,5782.0,4.28,1.22,291.49942,37.05928
439,CONFIRMED,21.85362905,3.439,355.6,1.75,618.0,34.57,5830.0,4.54,0.876,290.72867,37.252651
440,CONFIRMED,8.19345065,5.234,115.4,1.74,1144.0,405.75,6021.0,4.093,1.458,293.08463,41.135441
441,FALSE POSITIVE,19.97867,10.168,944.3,6.85,1351.0,788.02,9651.0,4.229,1.895,299.15353,40.286961
442,CONFIRMED,41.8059544,6.057,434.4,2.02,533.0,19.02,5907.0,4.445,0.973,290.1315,41.3815
443,FALSE POSITIVE,15.45158184,2.406,85.3,2.02,1285.0,643.83,7839.0,4.08,2.069,297.98123,41.44487
444,FALSE POSITIVE,89.698168533,5.5418,273110.0,102.08,554.0,22.33,6214.0,4.021,1.583,299.0209,44.17276
445,FALSE POSITIVE,1.187352427,4.999,20703.0,67.35,2251.0,6067.3,6424.0,4.186,1.489,285.06335,44.167885
446,FALSE POSITIVE,3.012476582,3.1424,1138.5,65.25,2371.0,7471.65,8601.0,4.137,2.031,294.1434,39.089779
447,CONFIRMED,4.77800306,2.7361,473.0,1.85,932.0,177.79,5192.0,4.489,0.873,299.13922,40.94902
448,FALSE POSITIVE,7.814839231,3.0122,2010.3,5.33,903.0,156.74,5887.0,4.499,0.931,294.02725,41.675968
449,FALSE POSITIVE,29.7452499,22.695,778.9,3.6,557.0,22.74,5334.0,4.372,1.004,297.75311,41.675991
450,CONFIRMED,5.32667299,3.4045,611.4,2.26,1007.0,242.97,5831.0,4.517,0.921,290.21518,41.77597
451,FALSE POSITIVE,0.741057213,1.05299,1996.3,26.67,1730.0,2128.29,5496.0,4.592,0.776,291.07126,38.999039
